company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,data_quality_flags,ticker,filing_date
PromptCare Intermediate LP,co_cf8a0bd7ff51,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
PromptCare Intermediate LP,co_cf8a0bd7ff51,Delayed Draw,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Quorum Health Resources,co_31d331992976,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Quorum Health Resources,co_31d331992976,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Safco Dental Supply LLC,co_7564d8c46538,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Safco Dental Supply LLC,co_7564d8c46538,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Seniorlink Inc.,co_6d5f088adc4f,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Seniorlink Inc.,co_6d5f088adc4f,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Smile Doctors LLC,co_54cc4c84644e,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Smile Doctors LLC,co_54cc4c84644e,Delayed Draw,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Smile Doctors LLC,co_54cc4c84644e,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
SolutionReach Inc.,co_687e91868b79,First Lien,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
SolutionReach Inc.,co_687e91868b79,Revolver,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Sydney US Buyer Corp.,co_ca94291ef619,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Sydney US Buyer Corp.,co_ca94291ef619,Delayed Draw,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Team Select CSC TS Merger SUB LLC,co_8ac0e0246ed8,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Team Select CSC TS Merger SUB LLC,co_8ac0e0246ed8,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Team Select CSC TS Merger SUB LLC,co_8ac0e0246ed8,Delayed Draw,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Concord III LLC,co_01eb53ae0c26,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
DataVail,co_35eff2df4fbb,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
DataVail,co_35eff2df4fbb,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
DataVail,co_35eff2df4fbb,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Evergreen IX Borrower 2023 LLC,co_b818c8cf1a35,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Evergreen IX Borrower 2023 LLC,co_b818c8cf1a35,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Lexipol Ranger Buyer Inc.,co_35aa7ee1ea78,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Lexipol Ranger Buyer Inc.,co_35aa7ee1ea78,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
List Partners Inc.,co_9e69c75d5bd2,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
List Partners Inc.,co_9e69c75d5bd2,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
MRI Software LLC,co_9273c7ffbb6e,First Lien,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
MRI Software LLC,co_9273c7ffbb6e,Revolver,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
MRI Software LLC,co_9273c7ffbb6e,Delayed Draw,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Medicus IT,co_9cf620ad96ac,Delayed Draw,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Medicus IT,co_9cf620ad96ac,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Medicus IT,co_9cf620ad96ac,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Net Health Acquisition Corp.,co_c81082131ea0,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Net Health Acquisition Corp.,co_c81082131ea0,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
New Era Technology Inc.,co_c36e8429b803,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
New Era Technology Inc.,co_c36e8429b803,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
New Era Technology Inc.,co_c36e8429b803,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
The Mulch & Soil Company LLC,co_7f4c3c21cbc7,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
The Mulch & Soil Company LLC,co_7f4c3c21cbc7,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
USA Hometown Experts Inc.,co_4531db8ad2d3,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
USA Hometown Experts Inc.,co_4531db8ad2d3,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
USA Hometown Experts Inc.,co_4531db8ad2d3,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Wrench Group LLC,co_1ae37eca31cd,Second Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Alera Group Inc.,co_d6fed5973af6,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Alera Group Inc.,co_d6fed5973af6,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Alpine X,co_8a4ff651559b,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Alpine X,co_8a4ff651559b,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Alpine X,co_8a4ff651559b,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Essential Services Holding Corp.,co_5af010867cfa,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Essential Services Holding Corp.,co_5af010867cfa,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Essential Services Holding Corp.,co_5af010867cfa,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
iLending LLC,co_b14d8a57be01,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
iLending LLC,co_b14d8a57be01,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
King Mid LLC,co_01dbf1326890,Delayed Draw,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
King Mid LLC,co_01dbf1326890,Revolver,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
King Mid LLC,co_01dbf1326890,First Lien,Other,,,,,,,,,,,,,,,CCAP,2024-11-12
Multi Specialty Healthcare AMM LLC,co_f47dd5743e3b,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Multi Specialty Healthcare AMM LLC,co_f47dd5743e3b,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
MWD Management LLC,co_d426577881d8,Delayed Draw,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
MWD Management LLC,co_d426577881d8,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
MWD Management LLC,co_d426577881d8,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Omni Ophthalmic Management Consultants LLC,co_ad95a1b9f021,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Omni Ophthalmic Management Consultants LLC,co_ad95a1b9f021,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Patriot Acquisition Topco S.A.R.L,co_2cafb2e9570e,First Lien,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Patriot Acquisition Topco S.A.R.L,co_2cafb2e9570e,Revolver,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Patriot Acquisition Topco S.A.R.L,co_2cafb2e9570e,Delayed Draw,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Patriot Acquisition Topco S.A.R.L,co_2cafb2e9570e,Other Debt,Software,,,,,,,,,,,,,,,CCAP,2024-11-12
Plasma Buyer LLC,co_a2b63c1eab84,Delayed Draw,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Plasma Buyer LLC,co_a2b63c1eab84,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Plasma Buyer LLC,co_a2b63c1eab84,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Premier Dental Care Management LLC,co_98c4a6bd5c2b,First Lien,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Premier Dental Care Management LLC,co_98c4a6bd5c2b,Delayed Draw,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
Premier Dental Care Management LLC,co_98c4a6bd5c2b,Revolver,Automotive,,,,,,,,,,,,,,,CCAP,2024-11-12
TriStrux LLC,co_fb3c3ba8617f,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
TriStrux LLC,co_fb3c3ba8617f,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
TriStrux LLC,co_fb3c3ba8617f,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
American Refrigeration,co_8028979c0680,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
American Refrigeration,co_8028979c0680,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
ASP MCS Acquisition Corp.,co_f05eddc806bd,Second Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Automated Control Concepts Inc.,co_af6d1a4d242e,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Automated Control Concepts Inc.,co_af6d1a4d242e,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Duraserv LLC,co_48a0379877f9,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Duraserv LLC,co_48a0379877f9,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Duraserv LLC,co_48a0379877f9,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
GH Parent Holdings Inc.,co_efddd95f1f3e,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
GH Parent Holdings Inc.,co_efddd95f1f3e,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
GH Parent Holdings Inc.,co_efddd95f1f3e,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Guardian Access Solutions,co_9a26117d5ef6,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Guardian Access Solutions,co_9a26117d5ef6,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Guardian Access Solutions,co_9a26117d5ef6,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Hercules Borrower LLC,co_34d8b7ece1a7,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Hercules Borrower LLC,co_34d8b7ece1a7,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Hercules Borrower LLC,co_34d8b7ece1a7,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Hsid Acquisition LLC,co_77ecbc79f4c0,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Hsid Acquisition LLC,co_77ecbc79f4c0,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Alpine SG LLC,co_a20fc41b851b,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Alpine SG LLC,co_a20fc41b851b,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Apps Associates LLC,co_c6a5fff265f1,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Apps Associates LLC,co_c6a5fff265f1,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Apps Associates LLC,co_c6a5fff265f1,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Banker's Toolbox Inc.,co_2358d62f19fd,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Banker's Toolbox Inc.,co_2358d62f19fd,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Belay Inc.,co_c4ae6562e3f2,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Belay Inc.,co_c4ae6562e3f2,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Benesys Inc.,co_4a0fb76423d6,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Benesys Inc.,co_4a0fb76423d6,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Blue Mantis,co_7dabbe4d4b65,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Blue Mantis,co_7dabbe4d4b65,Revolver,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
Blue Mantis,co_7dabbe4d4b65,First Lien,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
C-4 Analytics,co_95e2ee3c3f7b,Delayed Draw,Business Services,,,,,,,,,,,,,,,CCAP,2024-11-12
