company_name,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date
MHE Intermediate Holdings LLC,First Lien,Media & Entertainment,11.52%,,SOFR,6%,,,,1350,1318,1316,0.09%,1318,,,,,,MSDL,2023-11-02
AWP Group Holdings Inc.,First Lien,,10.99%,,SOFR,5.5%,,,,6168,5927,-16,0.4%,5927,1579,,,,,MSDL,2023-11-02
AWP Group Holdings Inc.,First Lien,,10.99%,,SOFR,5.5%,,,,79,62,-8,0%,62,470,,,,,MSDL,2023-11-02
AWP Group Holdings Inc.,First Lien,,10.99%,,SOFR,5.5%,,,,320,306,306,0.02%,306,,,,,,MSDL,2023-11-02
Ground Penetrating Radar Systems LLC,First Lien,,10.06%,,SOFR,4.5%,,,,8616,8519,8520,0.58%,8519,,,,,,MSDL,2023-11-02
Ground Penetrating Radar Systems LLC,First Lien,,10.06%,,SOFR,4.5%,,,,1612,1596,1594,0.11%,1596,,,,,,MSDL,2023-11-02
Ground Penetrating Radar Systems LLC,First Lien,,10.06%,,SOFR,4.5%,,,,919,905,901,0.06%,905,,,,,,MSDL,2023-11-02
Vessco Midco Holdings LLC,First Lien,,9.95%,,SOFR,4.5%,,,,2694,2679,2694,0.18%,2679,,,,,,MSDL,2023-11-02
Vessco Midco Holdings LLC,First Lien,,9.95%,,SOFR,4.5%,,,,1755,1746,1755,0.12%,1746,,,,,,MSDL,2023-11-02
Vessco Midco Holdings LLC,First Lien,,9.95%,,SOFR,4.5%,,,,0,-2,0,0%,-2,,,,,,MSDL,2023-11-02
Caerus US 1 Inc.,First Lien,,11.14%,,SOFR,5.75%,,,,11066,10867,0,0.75%,10867,893,,,,,MSDL,2023-11-02
Caerus US 1 Inc.,First Lien,,11.14%,,SOFR,5.75%,,,,715,694,0,0.05%,694,863,,,,,MSDL,2023-11-02
Caerus US 1 Inc.,First Lien,,11.14%,,SOFR,5.75%,,,,307,287,307,0.02%,287,,,,,,MSDL,2023-11-02
Abacus Data Holdings Inc.,First Lien,,11.72%,,SOFR,6.25%,,,,18475,18210,18475,1.25%,18210,,,,,,MSDL,2023-11-02
Abacus Data Holdings Inc.,First Lien,,11.72%,,SOFR,6.25%,,,,1935,1923,1935,0.13%,1923,,,,,,MSDL,2023-11-02
Abacus Data Holdings Inc.,First Lien,,11.72%,,SOFR,6.25%,,,,1400,1381,1400,0.09%,1381,,,,,,MSDL,2023-11-02
Bridgepointe Technologies LLC,First Lien,,12.04%,,SOFR,6.5%,,,,17273,16743,16839,1.14%,16743,,,,,,MSDL,2023-11-02
Bridgepointe Technologies LLC,First Lien,,12.04%,,SOFR,6.5%,,,,10116,9579,9696,0.65%,9579,,,,,,MSDL,2023-11-02
Bullhorn Inc.,First Lien,,11.24%,,SOFR,5.75%,,,,15499,15409,15408,1.04%,15409,,,,,,MSDL,2023-11-02
Bullhorn Inc.,First Lien,,11.24%,,SOFR,5.75%,,,,51,50,50,0%,50,,,,,,MSDL,2023-11-02
Bullhorn Inc.,First Lien,,11.24%,,SOFR,5.75%,,,,0,-4,-3,0%,-4,,,,,,MSDL,2023-11-02
Citrin Cooperman Advisors LLC,First Lien,,11.64%,,SOFR,6.25%,,,,23563,23179,23091,1.56%,23179,,,,,,MSDL,2023-11-02
Citrin Cooperman Advisors LLC,First Lien,,10.79%,,SOFR,5.75%,,,,8517,8377,8325,0.56%,8377,,,,,,MSDL,2023-11-02
KENG Acquisition Inc.,First Lien,,11.64%,,SOFR,6.25%,,,,3221,3142,-24,0.21%,3142,2040,,,,,MSDL,2023-11-02
KENG Acquisition Inc.,First Lien,,11.64%,,SOFR,6.25%,,,,400,365,-19,0.03%,365,781,,,,,MSDL,2023-11-02
KENG Acquisition Inc.,First Lien,,11.64%,,SOFR,6.25%,,,,98,76,76,0.01%,76,,,,,,MSDL,2023-11-02
KWOR Acquisition Inc.,First Lien,,10.67%,,SOFR,5.25%,,,,5347,5260,-64,0.35%,5260,3473,,,,,MSDL,2023-11-02
KWOR Acquisition Inc.,First Lien,,10.67%,,SOFR,5.25%,,,,1304,1253,-1,0.08%,1253,55,,,,,MSDL,2023-11-02
KWOR Acquisition Inc.,First Lien,,12.75%,,SOFR,4.25%,,,,67,66,65,0%,66,,,,,,MSDL,2023-11-02
Project Boost Purchaser LLC,First Lien,,10.67%,,SOFR,5.25%,,,,5682,5636,-2,0.38%,5636,589,,,,,MSDL,2023-11-02
Project Boost Purchaser LLC,First Lien,,10.67%,,SOFR,5.25%,,,,0,-4,-1,0%,-4,449,,,,,MSDL,2023-11-02
Project Boost Purchaser LLC,First Lien,,10.67%,,SOFR,5.25%,,,,0,-3,-1,0%,-3,,,,,,MSDL,2023-11-02
Associations Inc.,First Lien,,12.03%,2.5%,SOFR,6.5%,,,,16570,16464,-24,1.1%,16464,1582,,,,,MSDL,2023-11-02
