company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date,ticker,filing_date
"Indenture, dated as of June 21, 2024, by and among Horizon Funding II, LLC, as issuer, U.S. Bank Trust Company, National Association, as trustee, and U.S. Bank National Association, as securities intermediary (Inc.",co_b9ee83e80bf6,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
"Note Funding Agreement, dated as of June 21, 2024, by and among Horizon Funding II, LLC, as issuer, and the Initial Purchasers (as defined therein) (Inc.",co_62ea84381c81,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
"Sale and Servicing Agreement, dated as of June 21, 2024, by and among Horizon Funding II, LLC, as issuer, Horizon Technology Finance Corp., as originator, seller and servicer, U.S. Bank Trust Company, National Association, as trustee, and U.S. Bank National Association, as backup servicer, lockbox bank, custodian and securities intermediary (Inc.",co_5e31ba7d2e5d,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
"Certifications by Chief Executive Officer pursuant to Exchange Act Rule 13a‑14(a), as adopted pursuant to Section 302 of the Sarbanes-Oxley Act of 2002, as amended",co_17afb25b9f55,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
"Certifications by Chief Financial Officer pursuant to Exchange Act Rule 13a‑14(a), as adopted pursuant to Section 302 of the Sarbanes-Oxley Act of 2002, as amended",co_17afb25b9f55,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
"Certification of the Chief Executive Officer pursuant to 18 U.S.C. Section 1350, as adopted pursuant to Section 906 of the Sarbanes-Oxley Act of 2002, as amended",co_67562654b65b,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
"Certification of the Chief Financial Officer pursuant to 18 U.S.C. Section 1350, as adopted pursuant to Section 906 of the Sarbanes-Oxley Act of 2002, as amended",co_67562654b65b,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
Inline XBRL Instance Document,co_8a2d1e7c9659,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
Inline XBRL Taxonomy Extension Schema Document,co_7fbe87344ea1,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
Inline XBRL Taxonomy Extension Calculation Linkbase Document,co_ad88e26bdfe2,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
Inline XBRL Taxonomy Extension Definition Linkbase Document,co_ad88e26bdfe2,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
Inline XBRL Taxonomy Extension Label Linkbase Document,co_97f83c02424e,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
Inline XBRL Taxonomy Extension Presentation Linkbase Document,co_2d5749ce4f50,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
Cover Page Interactive Data File,co_3e5f9f5e9fe7,,,,,,,,,,,,,,,,,,,,HRZN,2024-07-30,HRZN,2024-07-30
