company_name,company_id,investment_type,industry,cash_rate,pik_rate,reference_rate,spread,floor_rate,acquisition_date,maturity_date,principal_amount,amortized_cost,fair_value,percent_of_net_assets,cost,commitment_limit,undrawn_commitment,rate_cap,shares,data_quality_flags,ticker,filing_date
Dos Rios Stone Products LLC,co_202087509f6b,Preferred Equity,Other,,,,,,,,,2000,1580,,2000,,,,2000000,,MAIN,2023-05-05
EIG Fund Investments,co_04c68a1bfb39,Partnership Interest,Financial Services,,,,,,,,,1023,976,,1023,,,,5000000,,MAIN,2023-05-05
Flame King Holdings LLC,co_2f8fbab4c414,First Lien,Financial Services,11.25%,,SOFR,6.5%,,,,7600,7544,7600,,7544,,,,,,MAIN,2023-05-05
Flame King Holdings LLC,co_2f8fbab4c414,First Lien,Financial Services,13.75%,,SOFR,9%,,,,21200,21048,21200,,21048,,,,,,MAIN,2023-05-05
Flame King Holdings LLC,co_2f8fbab4c414,Preferred Equity,Financial Services,,,,,,,,,10400,21190,,10400,,,,9360,,MAIN,2023-05-05
Freeport Financial Funds,co_27baa838e6d2,Partnership Interest,Financial Services,,,,,,,,,3507,3483,,3507,,,,,,MAIN,2023-05-05
Freeport Financial Funds,co_27baa838e6d2,First Lien,Financial Services,,,,,,,,,5767,5312,,5767,,,,,,MAIN,2023-05-05
GFG Group LLC.,co_91c1e16f5fb5,First Lien,Financial Services,9%,,,,,,,11345,11275,11345,,11275,,,,,,MAIN,2023-05-05
GFG Group LLC.,co_91c1e16f5fb5,Preferred Equity,Financial Services,,,,,,,,,4900,7590,,4900,,,,226,,MAIN,2023-05-05
Harris Preston Fund Investments,co_5ceb7de43243,Partnership Interest,Financial Services,,,,,,,,,2050,3936,,2050,,,,,,MAIN,2023-05-05
Harris Preston Fund Investments,co_5ceb7de43243,Partnership Interest,Financial Services,,,,,,,,,2332,2332,,2332,,,,,,MAIN,2023-05-05
Harris Preston Fund Investments,co_5ceb7de43243,Partnership Interest,Financial Services,,,,,,,,,1400,1400,,1400,,,,,,MAIN,2023-05-05
Hawk Ridge Systems LLC,co_9df21ab1ad00,First Lien,Financial Services,10.75%,,SOFR,6%,,,,4000,3998,4000,,3998,,,,,,MAIN,2023-05-05
Hawk Ridge Systems LLC,co_9df21ab1ad00,First Lien,Financial Services,10%,,,,,,,37800,37694,37800,,37694,,,,,,MAIN,2023-05-05
Hawk Ridge Systems LLC,co_9df21ab1ad00,Preferred Equity,Financial Services,,,,,,,,,2850,17460,,2850,,,,226,,MAIN,2023-05-05
Hawk Ridge Systems LLC,co_9df21ab1ad00,Preferred Equity,Financial Services,,,,,,,,,150,920,,150,,,,226,,MAIN,2023-05-05
Houston Plating and Coatings LLC,co_db4fb3f76e86,Unsecured Debt,Financial Services,8%,,,,,,,3000,3000,2830,,3000,,,,,,MAIN,2023-05-05
Houston Plating and Coatings LLC,co_db4fb3f76e86,Other Equity,Financial Services,,,,,,,,,2352,3000,,2352,,,,322297,,MAIN,2023-05-05
I-45 SLF LLC,co_73a492b65c86,Other Equity,Other,,,,,,,,,20200,12958,,20200,,,,,,MAIN,2023-05-05
Infinity X1 Holdings LLC,co_741fe52a6a55,First Lien,Financial Services,13%,,,,,,,18000,17823,17823,,17823,,,,,,MAIN,2023-05-05
Infinity X1 Holdings LLC,co_741fe52a6a55,Preferred Equity,Financial Services,,,,,,,,,4000,4000,,4000,,,,80000,,MAIN,2023-05-05
Iron-Main Investments LLC,co_adcee17d7596,First Lien,Financial Services,13.5%,,,,,,,4534,4502,4502,,4502,,,,,,MAIN,2023-05-05
Iron-Main Investments LLC,co_adcee17d7596,First Lien,Financial Services,13.5%,,,,,,,3154,3132,3132,,3132,,,,,,MAIN,2023-05-05
Iron-Main Investments LLC,co_adcee17d7596,First Lien,Financial Services,13.5%,,,,,,,8944,8944,8944,,8944,,,,,,MAIN,2023-05-05
Iron-Main Investments LLC,co_adcee17d7596,First Lien,Financial Services,13.5%,,,,,,,19712,19568,19568,,19568,,,,,,MAIN,2023-05-05
Iron-Main Investments LLC,co_adcee17d7596,First Lien,Financial Services,13.5%,,,,,,,11200,10836,10836,,10836,,,,,,MAIN,2023-05-05
Iron-Main Investments LLC,co_adcee17d7596,Common Equity,Financial Services,,,,,,,,,2756,2756,,2756,,,,203016,,MAIN,2023-05-05
OnAsset Intelligence Inc.,co_48589f8efd38,First Lien,Financial Services,12%,12%,,,,,,964,964,563,,964,,,,,,MAIN,2023-05-05
OnAsset Intelligence Inc.,co_48589f8efd38,First Lien,Financial Services,12%,12%,,,,,,983,983,574,,983,,,,,,MAIN,2023-05-05
OnAsset Intelligence Inc.,co_48589f8efd38,First Lien,Financial Services,12%,12%,,,,,,2116,2116,1236,,2116,,,,,,MAIN,2023-05-05
OnAsset Intelligence Inc.,co_48589f8efd38,First Lien,Financial Services,12%,12%,,,,,,4415,4415,2577,,4415,,,,,,MAIN,2023-05-05
OnAsset Intelligence Inc.,co_48589f8efd38,Unsecured Debt,Financial Services,10%,10%,,,,,,305,305,305,,305,,,,,,MAIN,2023-05-05
OnAsset Intelligence Inc.,co_48589f8efd38,Preferred Equity,Financial Services,7%,7%,,,,,,,1981,0,,1981,,,,912,,MAIN,2023-05-05
OnAsset Intelligence Inc.,co_48589f8efd38,Common Equity,Financial Services,,,,,,,,,830,0,,830,,,,635,,MAIN,2023-05-05
OnAsset Intelligence Inc.,co_48589f8efd38,Warrants,Financial Services,,,,,,,,,1089,0,,1089,,,,4699,,MAIN,2023-05-05
Oneliance LLC,co_781e16c59c07,First Lien,Financial Services,,11%,SOFR,11%,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
Oneliance LLC,co_781e16c59c07,First Lien,Financial Services,15.75%,11%,SOFR,11%,,,,5520,5482,5482,,5482,,,,,,MAIN,2023-05-05
Oneliance LLC,co_781e16c59c07,Preferred Equity,Financial Services,,,,,,,,,1056,1056,,1056,,,,1056,,MAIN,2023-05-05
Rocaceia LLC,co_f1d524e17235,Preferred Equity,Financial Services,,,,,,,,,2500,0,,2500,,,,250,,MAIN,2023-05-05
SI East LLC,co_e9d3261e4660,First Lien,,,,,,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
SI East LLC,co_e9d3261e4660,First Lien,,9.5%,,,,,,,84536,84490,84536,,84490,,,,,,MAIN,2023-05-05
SI East LLC,co_e9d3261e4660,Preferred Equity,,,,,,,,,,1218,13650,,1218,,,,157,,MAIN,2023-05-05
Slick Innovations LLC,co_fc6011d3d184,First Lien,Financial Services,14%,,,,,,,13600,13468,13600,,13468,,,,,,MAIN,2023-05-05
Slick Innovations LLC,co_fc6011d3d184,Common Equity,Financial Services,,,,,,,,,456,1790,,456,,,,70000,,MAIN,2023-05-05
Sonic Systems International LLC,co_0e20e395ee3f,First Lien,Other,12.26%,,SOFR,7.5%,,,,15769,15542,15769,,15542,,,,,,MAIN,2023-05-05
Sonic Systems International LLC,co_0e20e395ee3f,Common Equity,Other,,,,,,,,,1356,1230,,1356,,,,9968,,MAIN,2023-05-05
Student Resource Center LLC,co_9742f261be58,First Lien,Financial Services,13.69%,,SOFR,8.5%,,,,5000,4556,4556,,4556,,,,,,MAIN,2023-05-05
Student Resource Center LLC,co_9742f261be58,Preferred Equity,Financial Services,,,,,,,,,0,0,,0,,,,5907649,,MAIN,2023-05-05
Superior Rigging & Erecting Co.,co_eac52fed6a40,First Lien,Financial Services,12%,,,,,,,20500,20395,20395,,20395,,,,,,MAIN,2023-05-05
Superior Rigging & Erecting Co.,co_eac52fed6a40,Preferred Equity,Financial Services,,,,,,,,,4500,4970,,4500,,,,1600,,MAIN,2023-05-05
The Affiliati Network LLC,co_c81716664c8f,First Lien,Financial Services,,,,,,,,0,-13,-13,,-13,,,,,,MAIN,2023-05-05
The Affiliati Network LLC,co_c81716664c8f,First Lien,Financial Services,12%,,,,,,,9321,9249,9249,,9249,,,,,,MAIN,2023-05-05
The Affiliati Network LLC,co_c81716664c8f,Preferred Equity,Financial Services,,,,,,,,,6400,6400,,6400,,,,1280000,,MAIN,2023-05-05
UnionRock Energy Fund II LP,co_9923fa66ba5f,Partnership Interest,Financial Services,,,,,,,,,4067,6188,,4067,,,,,,MAIN,2023-05-05
UniTek Global Services Inc.,co_14469cffd02e,First Lien,Financial Services,14.22%,2%,SOFR,7.5%,,,,407,406,407,,406,,,,,,MAIN,2023-05-05
UniTek Global Services Inc.,co_14469cffd02e,First Lien,Financial Services,14.22%,2%,SOFR,7.5%,,,,1821,1815,1821,,1815,,,,,,MAIN,2023-05-05
UniTek Global Services Inc.,co_14469cffd02e,First Lien,Financial Services,15%,15%,,,,,,2494,2494,4945,,2494,,,,,,MAIN,2023-05-05
UniTek Global Services Inc.,co_14469cffd02e,Preferred Equity,Financial Services,20%,20%,,,,,,,2248,2833,,2248,,,,1133102,,MAIN,2023-05-05
UniTek Global Services Inc.,co_14469cffd02e,Preferred Equity,Financial Services,20%,20%,,,,,,,2188,2376,,2188,,,,1521122,,MAIN,2023-05-05
UniTek Global Services Inc.,co_14469cffd02e,Preferred Equity,Financial Services,19%,19%,,,,,,,3667,0,,3667,,,,2281682,,MAIN,2023-05-05
UniTek Global Services Inc.,co_14469cffd02e,Preferred Equity,Financial Services,13.5%,13.5%,,,,,,,7924,0,,7924,,,,4336866,,MAIN,2023-05-05
UniTek Global Services Inc.,co_14469cffd02e,Common Equity,Financial Services,,,,,,,,,0,0,,0,,,,945507,,MAIN,2023-05-05
Universal Wellhead Services Holdings LLC,co_2da770f97df3,Preferred Equity,Financial Services,14%,14%,,,,,,,1032,218,,1032,,,,716949,,MAIN,2023-05-05
Universal Wellhead Services Holdings LLC,co_2da770f97df3,Other Equity,Financial Services,,,,,,,,,4000,0,,4000,,,,4000000,,MAIN,2023-05-05
World Micro Holdings LLC,co_a33d4b82a955,First Lien,Financial Services,13%,,,,,,,14280,14147,14147,,14147,,,,,,MAIN,2023-05-05
World Micro Holdings LLC,co_a33d4b82a955,Preferred Equity,Financial Services,,,,,,,,,3845,3845,,3845,,,,3845,,MAIN,2023-05-05
AB Centers Acquisition Corp.,co_2fbcb7a91c6a,First Lien,Financial Services,13%,,SOFR,5%,,,,371,333,370,,333,,,,,,MAIN,2023-05-05
AB Centers Acquisition Corp.,co_2fbcb7a91c6a,First Lien,Financial Services,10.8%,,SOFR,6%,,,,2224,2129,2217,,2129,,,,,,MAIN,2023-05-05
AB Centers Acquisition Corp.,co_2fbcb7a91c6a,First Lien,Financial Services,10.79%,,SOFR,6%,,,,17786,17334,17784,,17334,,,,,,MAIN,2023-05-05
Acousti Engineering Company of Florida,co_0d1e8768fc58,First Lien,Industrials,15.5%,,SOFR,7.5%,,,,1678,1670,1678,,1670,,,,,,MAIN,2023-05-05
Acousti Engineering Company of Florida,co_0d1e8768fc58,First Lien,Industrials,15.5%,,SOFR,7.5%,,,,9756,9696,9756,,9696,,,,,,MAIN,2023-05-05
Acousti Engineering Company of Florida,co_0d1e8768fc58,First Lien,Industrials,19.5%,,SOFR,11.5%,,,,796,790,796,,790,,,,,,MAIN,2023-05-05
Acumera Inc.,co_d0ec72dd21ab,First Lien,Other,14.13%,,SOFR,9.5%,,,,14618,14308,14618,,14308,,,,,,MAIN,2023-05-05
Acumera Inc.,co_d0ec72dd21ab,First Lien,Other,14.13%,,SOFR,9.5%,,,,728,710,728,,710,,,,,,MAIN,2023-05-05
Acumera Inc.,co_d0ec72dd21ab,First Lien,Other,14.13%,,SOFR,9.5%,,,,4368,4275,4368,,4275,,,,,,MAIN,2023-05-05
Acumera Inc.,co_d0ec72dd21ab,Warrants,Other,,,,,,,,,0,0,,0,,,,21226,,MAIN,2023-05-05
Adams Publishing Group LLC,co_7a0242413d2d,First Lien,Media & Entertainment,10%,,SOFR,6.5%,,,,7488,7488,7176,,7488,,,,,,MAIN,2023-05-05
Adams Publishing Group LLC,co_7a0242413d2d,First Lien,Media & Entertainment,10%,,SOFR,7.5%,,,,23024,22974,23024,,22974,,,,,,MAIN,2023-05-05
ADS Tactical Inc.,co_f6fe2bd14164,First Lien,Other,10.59%,,SOFR,5.75%,,,,20712,20443,19262,,20443,,,,,,MAIN,2023-05-05
AMEREQUIP LLC.,co_be3a2f52a0fd,First Lien,Other,,,SOFR,7.4%,,,,0,-130,-130,,-130,,,,,,MAIN,2023-05-05
AMEREQUIP LLC.,co_be3a2f52a0fd,First Lien,Other,12.1%,,SOFR,7.4%,,,,37358,36722,37358,,36722,,,,,,MAIN,2023-05-05
AMEREQUIP LLC.,co_be3a2f52a0fd,Common Equity,Other,,,,,,,,,1844,1930,,1844,,,,235,,MAIN,2023-05-05
American Health Staffing Group Inc.,co_5e460d0e632a,First Lien,Business Services,,,SOFR,6%,,,,0,-10,-10,,-10,,,,,,MAIN,2023-05-05
American Health Staffing Group Inc.,co_5e460d0e632a,First Lien,Business Services,11.12%,,SOFR,6%,,,,6600,6552,6600,,6552,,,,,,MAIN,2023-05-05
American Nuts LLC,co_5515765a8900,First Lien,Other,12.49%,1%,SOFR,6.75%,,,,14839,14648,12721,,14648,,,,,,MAIN,2023-05-05
American Nuts LLC,co_5515765a8900,First Lien,Other,14.49%,1%,SOFR,8.75%,,,,14839,14648,12684,,14648,,,,,,MAIN,2023-05-05
American Teleconferencing Services Ltd.,co_6956ecaeed2e,First Lien,Business Services,7.5%,,SOFR,6.5%,,,,2980,2980,153,,2980,,,,,,MAIN,2023-05-05
American Teleconferencing Services Ltd.,co_6956ecaeed2e,First Lien,Business Services,7.5%,,SOFR,6.5%,,,,14370,13706,736,,13706,,,,,,MAIN,2023-05-05
ArborWorks LLC,co_0faa6bbae1ed,First Lien,Other,14.83%,,SOFR,7%,,,,4678,4576,3768,,4576,,,,,,MAIN,2023-05-05
ArborWorks LLC,co_0faa6bbae1ed,First Lien,Other,14.83%,,SOFR,7%,,,,29494,29067,23755,,29067,,,,,,MAIN,2023-05-05
ArborWorks LLC,co_0faa6bbae1ed,Common Equity,Other,,,,,,,,,234,0,,234,,,,234,,MAIN,2023-05-05
Archer Systems LLC,co_242020cccfa1,First Lien,Other,,,SOFR,6%,,,,0,-127,-127,,-127,,,,,,MAIN,2023-05-05
Archer Systems LLC,co_242020cccfa1,First Lien,Other,10.72%,,SOFR,6%,,,,65171,63985,63551,,63985,,,,,,MAIN,2023-05-05
Archer Systems LLC,co_242020cccfa1,Common Equity,Other,,,,,,,,,1388,1680,,1388,,,,1387832,,MAIN,2023-05-05
Arrow International Inc.,co_f13238f0518d,First Lien,Other,13.15%,,SOFR,5.4%,,,,36000,35759,36000,,35759,,,,,,MAIN,2023-05-05
ATS Operating LLC,co_618aa0fe43a4,First Lien,Other,11.39%,,SOFR,6.5%,,,,360,360,360,,360,,,,,,MAIN,2023-05-05
ATS Operating LLC,co_618aa0fe43a4,First Lien,Other,10.09%,,SOFR,5.5%,,,,6660,6660,6582,,6660,,,,,,MAIN,2023-05-05
ATS Operating LLC,co_618aa0fe43a4,First Lien,Other,12.09%,,SOFR,7.5%,,,,6660,6660,6593,,6660,,,,,,MAIN,2023-05-05
ATS Operating LLC,co_618aa0fe43a4,Common Equity,Other,,,,,,,,,720,660,,720,,,,720000,,MAIN,2023-05-05
AVEX Aviation Holdings LLC,co_d29c526556c6,First Lien,Transportation & Logistics,12.52%,,SOFR,7.75%,,,,2210,2068,2120,,2068,,,,,,MAIN,2023-05-05
AVEX Aviation Holdings LLC,co_d29c526556c6,First Lien,Transportation & Logistics,12.61%,,SOFR,7.75%,,,,28999,27913,27808,,27913,,,,,,MAIN,2023-05-05
AVEX Aviation Holdings LLC,co_d29c526556c6,Common Equity,Transportation & Logistics,,,,,,,,,965,1011,,965,,,,984,,MAIN,2023-05-05
Berry Aviation Inc.,co_b52dc19b57c1,First Lien,Transportation & Logistics,12%,1.5%,,,,,,197,197,197,,197,,,,,,MAIN,2023-05-05
Berry Aviation Inc.,co_b52dc19b57c1,Preferred Equity,Transportation & Logistics,8%,8%,,,,,,,1184,5544,,1184,,,,1548387,,MAIN,2023-05-05
Berry Aviation Inc.,co_b52dc19b57c1,Preferred Equity,Transportation & Logistics,,16%,,,,,,,0,340,,0,,,,122416,,MAIN,2023-05-05
Bettercloud Inc.,co_f31c7d56bd51,First Lien,Software & Technology,,6%,SOFR,7%,,,,0,-72,-72,,-72,,,,,,MAIN,2023-05-05
Bettercloud Inc.,co_f31c7d56bd51,First Lien,Software & Technology,11.89%,6%,SOFR,7%,,,,27919,27456,27919,,27456,,,,,,MAIN,2023-05-05
Binswanger Enterprises LLC,co_6f95686c747c,Other Equity,Other,,,,,,,,,1050,230,,1050,,,,1050000,,MAIN,2023-05-05
Bluestem Brands Inc.,co_b3e03f6d618c,First Lien,Other,15.5%,14.5%,SOFR,7.5%,,,,1211,1211,1139,,1211,,,,,,MAIN,2023-05-05
Bluestem Brands Inc.,co_b3e03f6d618c,First Lien,Other,13.07%,12.07%,SOFR,8.5%,,,,3309,2440,3111,,2440,,,,,,MAIN,2023-05-05
Bluestem Brands Inc.,co_b3e03f6d618c,Common Equity,Other,,,,,,,,,1,3070,,1,,,,723184,cost_suspicious_vs_size,MAIN,2023-05-05
Bluestem Brands Inc.,co_b3e03f6d618c,Warrants,Other,,,,,,,,,1036,690,,1036,,,,163295,,MAIN,2023-05-05
Brainworks Software LLC,co_34b311d6af07,First Lien,Software & Technology,12.5%,,SOFR,9.25%,,,,761,761,761,,761,,,,,,MAIN,2023-05-05
Brainworks Software LLC,co_34b311d6af07,First Lien,Software & Technology,12.5%,,SOFR,9.25%,,,,7056,7056,2134,,7056,,,,,,MAIN,2023-05-05
Brightwood Capital Fund Investments,co_b5ed0f8e511a,Partnership Interest,Financial Services,,,,,,,,,7062,4586,,7062,,,,,,MAIN,2023-05-05
Brightwood Capital Fund Investments,co_b5ed0f8e511a,Partnership Interest,Financial Services,,,,,,,,,4350,4664,,4350,,,,,,MAIN,2023-05-05
Brightwood Capital Fund Investments,co_b5ed0f8e511a,Partnership Interest,Financial Services,,,,,,,,,2000,2280,,2000,,,,,,MAIN,2023-05-05
Burning Glass Intermediate Holding Company Inc.,co_33af9de19b34,First Lien,Media & Entertainment,9.83%,,SOFR,5%,,,,774,749,774,,749,,,,,,MAIN,2023-05-05
Burning Glass Intermediate Holding Company Inc.,co_33af9de19b34,First Lien,Media & Entertainment,9.63%,,SOFR,5%,,,,19832,19568,19832,,19568,,,,,,MAIN,2023-05-05
Cadence Aerospace LLC,co_f3f2ca39afc6,First Lien,Aerospace & Defense,13.14%,2%,SOFR,6.5%,,,,14373,14351,14373,,14351,,,,,,MAIN,2023-05-05
Cadence Aerospace LLC,co_f3f2ca39afc6,First Lien,Aerospace & Defense,13.14%,2%,SOFR,6.5%,,,,4472,4465,4472,,4465,,,,,,MAIN,2023-05-05
Cadence Aerospace LLC,co_f3f2ca39afc6,First Lien,Aerospace & Defense,13.33%,2%,SOFR,6.5%,,,,5883,5873,5883,,5873,,,,,,MAIN,2023-05-05
Cadence Aerospace LLC,co_f3f2ca39afc6,First Lien,Aerospace & Defense,13.23%,2%,SOFR,6.5%,,,,1687,1685,1687,,1685,,,,,,MAIN,2023-05-05
Cadence Aerospace LLC,co_f3f2ca39afc6,First Lien,Aerospace & Defense,13.33%,2%,SOFR,6.5%,,,,2476,2472,2476,,2472,,,,,,MAIN,2023-05-05
CAI Software LLC,co_756360b8afb1,Preferred Equity,Software & Technology,,,,,,,,,1789,1789,,1789,,,,1788527,,MAIN,2023-05-05
CAI Software LLC,co_756360b8afb1,Preferred Equity,Software & Technology,,,,,,,,,0,0,,0,,,,596176,,MAIN,2023-05-05
Camin Cargo Control Inc.,co_3d22df6caf4c,First Lien,Transportation & Logistics,11.34%,,SOFR,6.5%,,,,15178,15079,14646,,15079,,,,,,MAIN,2023-05-05
CaseWorthy Inc.,co_84ee67a444be,First Lien,Other,,,SOFR,6%,,,,0,-10,-10,,-10,,,,,,MAIN,2023-05-05
CaseWorthy Inc.,co_84ee67a444be,First Lien,Other,10.73%,,SOFR,6%,,,,7993,7919,7919,,7919,,,,,,MAIN,2023-05-05
CaseWorthy Inc.,co_84ee67a444be,First Lien,Other,10.73%,,SOFR,6%,,,,6133,6083,6133,,6083,,,,,,MAIN,2023-05-05
CaseWorthy Inc.,co_84ee67a444be,Common Equity,Other,,,,,,,,,246,246,,246,,,,245926,,MAIN,2023-05-05
Channel Partners Intermediateco LLC,co_3da86bdb716d,First Lien,Media & Entertainment,11.06%,,SOFR,6.25%,,,,1868,1773,1830,,1773,,,,,,MAIN,2023-05-05
Channel Partners Intermediateco LLC,co_3da86bdb716d,First Lien,Media & Entertainment,11.08%,,SOFR,6.25%,,,,38918,38307,38110,,38307,,,,,,MAIN,2023-05-05
Channel Partners Intermediateco LLC,co_3da86bdb716d,First Lien,Media & Entertainment,11.14%,,SOFR,6.25%,,,,4930,4804,4828,,4804,,,,,,MAIN,2023-05-05
Clarius BIGS LLC,co_7c4c5df3615a,First Lien,Other,15%,15%,,,,,,2696,2696,25,,2696,,,,,fair_value_suspicious_vs_size,MAIN,2023-05-05
Computer Data Source LLC,co_cfc18d7dd2f3,First Lien,Software & Technology,12.34%,,SOFR,7.5%,,,,5000,4933,4559,,4933,,,,,,MAIN,2023-05-05
Computer Data Source LLC,co_cfc18d7dd2f3,First Lien,Software & Technology,12.35%,,SOFR,7.5%,,,,18588,18334,16948,,18334,,,,,,MAIN,2023-05-05
Construction Supply Investments LLC,co_7b6cf12b107b,Other Equity,Financial Services,,,,,,,,,3335,23650,,3335,,,,861618,,MAIN,2023-05-05
Dalton US Inc.,co_950f04bf6af7,First Lien,Other,12.33%,,SOFR,7.5%,,,,3212,3003,3129,,3003,,,,,,MAIN,2023-05-05
Dalton US Inc.,co_950f04bf6af7,First Lien,Other,,,SOFR,7.5%,,,,0,-70,-70,,-70,,,,,,MAIN,2023-05-05
Dalton US Inc.,co_950f04bf6af7,First Lien,Other,12.26%,,SOFR,7.5%,,,,14317,14068,13944,,14068,,,,,,MAIN,2023-05-05
Dalton US Inc.,co_950f04bf6af7,Common Equity,Other,,,,,,,,,201,201,,201,,,,201,,MAIN,2023-05-05
DTE Enterprises LLC,co_35e58a322ee6,First Lien,Other,,,SOFR,7.5%,,,,0,0,0,,0,,,,,,MAIN,2023-05-05
DTE Enterprises LLC,co_35e58a322ee6,First Lien,Other,12.44%,,SOFR,7.5%,,,,5634,5632,5634,,5632,,,,,,MAIN,2023-05-05
DTE Enterprises LLC,co_35e58a322ee6,Preferred Equity,Other,8%,8%,,,,,,,776,380,,776,,,,776316,,MAIN,2023-05-05
DTE Enterprises LLC,co_35e58a322ee6,Preferred Equity,Other,10%,10%,,,,,,,1190,1190,,1190,,,,,,MAIN,2023-05-05
Dynamic Communities LLC,co_297b2fa395b4,First Lien,Other,9.18%,9.18%,SOFR,4.5%,,,,1875,1717,1717,,1717,,,,,,MAIN,2023-05-05
Dynamic Communities LLC,co_297b2fa395b4,First Lien,Other,11.18%,11.18%,SOFR,6.5%,,,,1875,1642,1642,,1642,,,,,,MAIN,2023-05-05
Dynamic Communities LLC,co_297b2fa395b4,Preferred Equity,Other,,,,,,,,,128,128,,128,,,,125000,,MAIN,2023-05-05
Dynamic Communities LLC,co_297b2fa395b4,Preferred Equity,Other,,,,,,,,,0,0,,0,,,,2376241,,MAIN,2023-05-05
Dynamic Communities LLC,co_297b2fa395b4,Common Equity,Other,,,,,,,,,0,0,,0,,,,1250000,,MAIN,2023-05-05
Eastern Wholesale Fence LLC,co_2e32e2626cd3,First Lien,Distribution & Wholesale,12.95%,,SOFR,8%,,,,3495,3443,3384,,3443,,,,,,MAIN,2023-05-05
Eastern Wholesale Fence LLC,co_2e32e2626cd3,First Lien,Distribution & Wholesale,12.95%,,SOFR,8%,,,,4989,4940,4830,,4940,,,,,,MAIN,2023-05-05
Eastern Wholesale Fence LLC,co_2e32e2626cd3,First Lien,Distribution & Wholesale,12.95%,,SOFR,8%,,,,23305,23027,22564,,23027,,,,,,MAIN,2023-05-05
Emerald Technologies Acquisition Co Inc.,co_660a01a05410,First Lien,Other,10.97%,,SOFR,6.25%,,,,9199,9049,8739,,9049,,,,,,MAIN,2023-05-05
EnCap Energy Fund Investments,co_5be81441ecb8,Partnership Interest,Energy,,,,,,,,,3565,2091,,3565,,,,,,MAIN,2023-05-05
EnCap Energy Fund Investments,co_5be81441ecb8,Partnership Interest,Energy,,,,,,,,,1979,950,,1979,,,,,,MAIN,2023-05-05
EnCap Energy Fund Investments,co_5be81441ecb8,Partnership Interest,Energy,,,,,,,,,3682,2148,,3682,,,,,,MAIN,2023-05-05
EnCap Energy Fund Investments,co_5be81441ecb8,Partnership Interest,Energy,,,,,,,,,8165,9362,,8165,,,,,,MAIN,2023-05-05
EnCap Energy Fund Investments,co_5be81441ecb8,Partnership Interest,Energy,,,,,,,,,5358,1688,,5358,,,,,,MAIN,2023-05-05
EnCap Energy Fund Investments,co_5be81441ecb8,Partnership Interest,Energy,,,,,,,,,5749,6062,,5749,,,,,,MAIN,2023-05-05
Engineering Research & Consulting LLC,co_659cee07cb51,First Lien,Industrials,11.43%,,SOFR,6.5%,,,,983,940,976,,940,,,,,,MAIN,2023-05-05
Engineering Research & Consulting LLC,co_659cee07cb51,First Lien,Industrials,11.43%,,SOFR,6.5%,,,,16256,15980,16138,,15980,,,,,,MAIN,2023-05-05
EPIC Y-Grade Services LP,co_8fd84b52e7ff,First Lien,Business Services,10.96%,,SOFR,6%,,,,6806,6750,5963,,6750,,,,,,MAIN,2023-05-05
Event Holdco LLC,co_7f4349b8c901,First Lien,Other,11.73%,,SOFR,7%,,,,3692,3665,3504,,3665,,,,,,MAIN,2023-05-05
Event Holdco LLC,co_7f4349b8c901,First Lien,Other,11.73%,,SOFR,7%,,,,44308,43977,42045,,43977,,,,,,MAIN,2023-05-05
Flip Electronics LLC,co_7f58a3e4c63f,First Lien,Software & Technology,12.55%,,SOFR,7.5%,,,,982,982,982,,982,,,,,,MAIN,2023-05-05
Flip Electronics LLC,co_7f58a3e4c63f,First Lien,Software & Technology,12.55%,,SOFR,7.5%,,,,11095,10872,11095,,10872,,,,,,MAIN,2023-05-05
Fuse LLC,co_f7e9ab676122,First Lien,Other,12%,,,,,,,1810,1810,1512,,1810,,,,,,MAIN,2023-05-05
Fuse LLC,co_f7e9ab676122,Common Equity,Other,,,,,,,,,256,0,,256,,,,10429,,MAIN,2023-05-05
GeoStabilization International,co_f5be31f3c3b5,First Lien,Other,10.17%,,SOFR,5.25%,,,,20444,20379,19319,,20379,,,,,,MAIN,2023-05-05
GS HVAM Intermediate LLC,co_e207afd8ef3e,First Lien,Media & Entertainment,11.46%,,SOFR,6.5%,,,,1136,1129,1132,,1129,,,,,,MAIN,2023-05-05
GS HVAM Intermediate LLC,co_e207afd8ef3e,First Lien,Media & Entertainment,11.46%,,SOFR,6.5%,,,,10707,10673,10683,,10673,,,,,,MAIN,2023-05-05
GULF PACIFIC ACQUISITION LLC,co_ea62c0a6c765,First Lien,Other,10.99%,,SOFR,6%,,,,353,335,353,,335,,,,,,MAIN,2023-05-05
GULF PACIFIC ACQUISITION LLC,co_ea62c0a6c765,First Lien,Other,11.11%,,SOFR,6%,,,,303,286,286,,286,,,,,,MAIN,2023-05-05
GULF PACIFIC ACQUISITION LLC,co_ea62c0a6c765,First Lien,Other,10.58%,,SOFR,6%,,,,3642,3576,3642,,3576,,,,,,MAIN,2023-05-05
HDC/HW Intermediate Holdings,co_8ee2fbe09b48,First Lien,Media & Entertainment,14.34%,14.34%,SOFR,9.5%,,,,332,331,324,,331,,,,,,MAIN,2023-05-05
HDC/HW Intermediate Holdings,co_8ee2fbe09b48,First Lien,Media & Entertainment,14.34%,14.34%,SOFR,9.5%,,,,3394,3384,3308,,3384,,,,,,MAIN,2023-05-05
